employee_id,department,step,step_start,step_end,days_taken,status
EMP0236,Marketing,Document Submission,2024-09-22,2024-09-24,2,Completed
EMP0236,Marketing,IT Setup,2024-09-24,2024-10-09,15,Completed
EMP0236,Marketing,Training,2024-10-09,2024-10-11,2,Completed
EMP0236,Marketing,Manager Briefing,2024-10-11,2024-10-14,3,Completed
EMP0236,Marketing,System Access,2024-10-14,2024-10-17,3,Completed
EMP0237,Operations,Document Submission,2024-09-15,2024-09-17,2,Completed
EMP0237,Operations,IT Setup,2024-09-17,2024-10-01,14,Completed
EMP0237,Operations,Training,2024-10-01,2024-10-05,4,Completed
EMP0237,Operations,Manager Briefing,2024-10-05,2024-10-08,3,Completed
EMP0237,Operations,System Access,2024-10-08,2024-10-13,5,Completed
EMP0238,Sales,Document Submission,2023-02-18,2023-02-20,2,Completed
EMP0238,Sales,IT Setup,2023-02-20,2023-02-28,8,Completed
EMP0238,Sales,Training,2023-02-28,2023-03-03,3,Completed
EMP0238,Sales,Manager Briefing,2023-03-03,2023-03-06,3,Completed
EMP0238,Sales,System Access,2023-03-06,2023-03-09,3,Completed
EMP0239,Finance,Document Submission,2023-01-17,2023-01-20,3,Completed
EMP0239,Finance,IT Setup,2023-01-20,2023-02-03,14,Completed
EMP0239,Finance,Training,2023-02-03,2023-02-05,2,Completed
EMP0239,Finance,Manager Briefing,2023-02-05,2023-02-07,2,Completed
EMP0239,Finance,System Access,2023-02-07,2023-02-17,10,Completed
EMP0240,HR,Document Submission,2024-09-21,2024-09-24,3,Completed
EMP0240,HR,IT Setup,2024-09-24,2024-10-01,7,Completed
EMP0240,HR,Training,2024-10-01,2024-10-05,4,Completed
EMP0240,HR,Manager Briefing,2024-10-05,2024-10-06,1,Completed
EMP0240,HR,System Access,2024-10-06,2024-10-10,4,Completed
EMP0241,Marketing,Document Submission,2024-06-20,2024-06-21,1,Completed
EMP0241,Marketing,IT Setup,2024-06-21,2024-06-29,8,Completed
EMP0241,Marketing,Training,2024-06-29,2024-07-01,2,Completed
EMP0241,Marketing,Manager Briefing,2024-07-01,2024-07-02,1,Completed
EMP0241,Marketing,System Access,2024-07-02,2024-07-12,10,Completed
EMP0242,Finance,Document Submission,2023-02-14,2023-02-15,1,Completed
EMP0242,Finance,IT Setup,2023-02-15,2023-02-25,10,Completed
EMP0242,Finance,Training,2023-02-25,2023-02-27,2,Completed
EMP0242,Finance,Manager Briefing,2023-02-27,2023-03-01,2,Completed
EMP0242,Finance,System Access,2023-03-01,2023-03-09,8,Completed
EMP0243,HR,Document Submission,2023-12-20,2023-12-22,2,Completed
EMP0243,HR,IT Setup,2023-12-22,2024-01-01,10,Completed
EMP0243,HR,Training,2024-01-01,2024-01-02,1,Completed
EMP0243,HR,Manager Briefing,2024-01-02,2024-01-03,1,Completed
EMP0243,HR,System Access,2024-01-03,2024-01-08,5,Completed
EMP0244,Sales,Document Submission,2024-07-13,2024-07-15,2,Completed
EMP0244,Sales,IT Setup,2024-07-15,2024-07-21,6,Completed
EMP0244,Sales,Training,2024-07-21,2024-07-24,3,Completed
EMP0244,Sales,Manager Briefing,2024-07-24,2024-07-25,1,Completed
EMP0244,Sales,System Access,2024-07-25,2024-08-02,8,Completed
EMP0245,Marketing,Document Submission,2023-05-19,2023-05-23,4,Completed
EMP0245,Marketing,IT Setup,2023-05-23,2023-06-06,14,Completed
EMP0245,Marketing,Training,2023-06-06,2023-06-07,1,Completed
EMP0245,Marketing,Manager Briefing,2023-06-07,2023-06-10,3,Completed
EMP0245,Marketing,System Access,2023-06-10,2023-06-17,7,Completed
EMP0246,Engineering,Document Submission,2025-06-26,2025-06-29,3,Completed
EMP0246,Engineering,IT Setup,2025-06-29,2025-07-06,7,Completed
EMP0246,Engineering,Training,2025-07-06,2025-07-08,2,Completed
EMP0246,Engineering,Manager Briefing,2025-07-08,2025-07-12,4,Completed
EMP0246,Engineering,System Access,2025-07-12,2025-07-22,10,Completed
EMP0247,HR,Document Submission,2024-10-24,2024-10-27,3,Completed
EMP0247,HR,IT Setup,2024-10-27,2024-11-03,7,Completed
EMP0247,HR,Training,2024-11-03,2024-11-06,3,Completed
EMP0247,HR,Manager Briefing,2024-11-06,2024-11-08,2,Completed
EMP0247,HR,System Access,2024-11-08,2024-11-13,5,Completed
EMP0248,HR,Document Submission,2024-01-12,2024-01-16,4,Completed
EMP0248,HR,IT Setup,2024-01-16,2024-01-25,9,Completed
EMP0248,HR,Training,2024-01-25,2024-01-28,3,Completed
EMP0248,HR,Manager Briefing,2024-01-28,2024-01-30,2,Completed
EMP0248,HR,System Access,2024-01-30,2024-02-04,5,Completed
EMP0249,Finance,Document Submission,2023-07-11,2023-07-12,1,Completed
EMP0249,Finance,IT Setup,2023-07-12,2023-07-26,14,Completed
EMP0249,Finance,Training,2023-07-26,2023-07-30,4,Completed
EMP0249,Finance,Manager Briefing,2023-07-30,2023-07-31,1,Completed
EMP0249,Finance,System Access,2023-07-31,2023-08-05,5,Completed
EMP0250,Engineering,Document Submission,2023-03-22,2023-03-25,3,Completed
EMP0250,Engineering,IT Setup,2023-03-25,2023-04-08,14,Completed
EMP0250,Engineering,Training,2023-04-08,2023-04-10,2,Completed
EMP0250,Engineering,Manager Briefing,2023-04-10,2023-04-11,1,Completed
EMP0250,Engineering,System Access,2023-04-11,2023-04-21,10,Completed
EMP0251,HR,Document Submission,2023-12-02,2023-12-04,2,Completed
EMP0251,HR,IT Setup,2023-12-04,2023-12-14,10,Completed
EMP0251,HR,Training,2023-12-14,2023-12-15,1,Completed
EMP0251,HR,Manager Briefing,2023-12-15,2023-12-17,2,Completed
EMP0251,HR,System Access,2023-12-17,2023-12-25,8,Completed
EMP0252,Sales,Document Submission,2023-12-26,2023-12-29,3,Completed
EMP0252,Sales,IT Setup,2023-12-29,2024-01-05,7,Completed
EMP0252,Sales,Training,2024-01-05,2024-01-06,1,Completed
EMP0252,Sales,Manager Briefing,2024-01-06,2024-01-09,3,Completed
EMP0252,Sales,System Access,2024-01-09,2024-01-19,10,Completed
EMP0253,HR,Document Submission,2025-03-21,2025-03-22,1,Completed
EMP0253,HR,IT Setup,2025-03-22,2025-03-31,9,Completed
EMP0253,HR,Training,2025-03-31,2025-04-02,2,Completed
EMP0253,HR,Manager Briefing,2025-04-02,2025-04-04,2,Completed
EMP0253,HR,System Access,2025-04-04,2025-04-08,4,Completed
EMP0254,HR,Document Submission,2025-02-06,2025-02-09,3,Completed
EMP0254,HR,IT Setup,2025-02-09,2025-02-18,9,Completed
EMP0254,HR,Training,2025-02-18,2025-02-19,1,Completed
EMP0254,HR,Manager Briefing,2025-02-19,2025-02-20,1,Completed
EMP0254,HR,System Access,2025-02-20,2025-02-23,3,Completed
EMP0255,Engineering,Document Submission,2023-08-30,2023-09-03,4,Completed
EMP0255,Engineering,IT Setup,2023-09-03,2023-09-15,12,Completed
EMP0255,Engineering,Training,2023-09-15,2023-09-19,4,Completed
EMP0255,Engineering,Manager Briefing,2023-09-19,2023-09-21,2,Completed
EMP0255,Engineering,System Access,2023-09-21,2023-09-30,9,Completed
EMP0256,Operations,Document Submission,2023-06-07,2023-06-11,4,Completed
EMP0256,Operations,IT Setup,2023-06-11,2023-06-22,11,Completed
EMP0256,Operations,Training,2023-06-22,2023-06-25,3,Completed
EMP0256,Operations,Manager Briefing,2023-06-25,2023-06-29,4,Completed
EMP0256,Operations,System Access,2023-06-29,2023-07-03,4,Completed
EMP0257,Engineering,Document Submission,2024-06-26,2024-06-30,4,Completed
EMP0257,Engineering,IT Setup,2024-06-30,2024-07-14,14,Completed
EMP0257,Engineering,Training,2024-07-14,2024-07-16,2,Completed
EMP0257,Engineering,Manager Briefing,2024-07-16,2024-07-18,2,Completed
EMP0257,Engineering,System Access,2024-07-18,2024-07-28,10,Completed
EMP0258,Sales,Document Submission,2023-01-27,2023-01-28,1,Completed
EMP0258,Sales,IT Setup,2023-01-28,2023-02-02,5,Completed
EMP0258,Sales,Training,2023-02-02,2023-02-05,3,Completed
EMP0258,Sales,Manager Briefing,2023-02-05,2023-02-06,1,Completed
EMP0258,Sales,System Access,2023-02-06,2023-02-14,8,Completed
EMP0259,Operations,Document Submission,2025-03-04,2025-03-07,3,Completed
EMP0259,Operations,IT Setup,2025-03-07,2025-03-13,6,Completed
EMP0259,Operations,Training,2025-03-13,2025-03-14,1,Completed
EMP0259,Operations,Manager Briefing,2025-03-14,2025-03-17,3,Completed
EMP0259,Operations,System Access,2025-03-17,2025-03-22,5,Completed
EMP0260,Sales,Document Submission,2025-05-23,2025-05-27,4,Completed
EMP0260,Sales,IT Setup,2025-05-27,2025-06-03,7,Completed
EMP0260,Sales,Training,2025-06-03,2025-06-04,1,Completed
EMP0260,Sales,Manager Briefing,2025-06-04,2025-06-05,1,Completed
EMP0260,Sales,System Access,2025-06-05,2025-06-13,8,Completed
EMP0261,Marketing,Document Submission,2023-03-08,2023-03-12,4,Completed
EMP0261,Marketing,IT Setup,2023-03-12,2023-03-17,5,Completed
EMP0261,Marketing,Training,2023-03-17,2023-03-21,4,Completed
EMP0261,Marketing,Manager Briefing,2023-03-21,2023-03-23,2,Completed
EMP0261,Marketing,System Access,2023-03-23,2023-04-01,9,Completed
EMP0262,Marketing,Document Submission,2024-12-18,2024-12-20,2,Completed
EMP0262,Marketing,IT Setup,2024-12-20,2024-12-25,5,Completed
EMP0262,Marketing,Training,2024-12-25,2024-12-26,1,Completed
EMP0262,Marketing,Manager Briefing,2024-12-26,2024-12-29,3,Completed
EMP0262,Marketing,System Access,2024-12-29,2025-01-04,6,Completed
EMP0263,Engineering,Document Submission,2025-03-22,2025-03-24,2,Completed
EMP0263,Engineering,IT Setup,2025-03-24,2025-04-04,11,Completed
EMP0263,Engineering,Training,2025-04-04,2025-04-07,3,Completed
EMP0263,Engineering,Manager Briefing,2025-04-07,2025-04-10,3,Completed
EMP0263,Engineering,System Access,2025-04-10,2025-04-17,7,Completed
EMP0264,Finance,Document Submission,2024-07-18,2024-07-20,2,Completed
EMP0264,Finance,IT Setup,2024-07-20,2024-07-26,6,Completed
EMP0264,Finance,Training,2024-07-26,2024-07-27,1,Completed
EMP0264,Finance,Manager Briefing,2024-07-27,2024-07-31,4,Completed
EMP0264,Finance,System Access,2024-07-31,2024-08-10,10,Completed
EMP0265,Marketing,Document Submission,2024-06-22,2024-06-24,2,Completed
EMP0265,Marketing,IT Setup,2024-06-24,2024-06-29,5,Completed
EMP0265,Marketing,Training,2024-06-29,2024-07-02,3,Completed
EMP0265,Marketing,Manager Briefing,2024-07-02,2024-07-03,1,Completed
EMP0265,Marketing,System Access,2024-07-03,2024-07-12,9,Completed
EMP0266,Sales,Document Submission,2024-10-19,2024-10-20,1,Completed
EMP0266,Sales,IT Setup,2024-10-20,2024-10-29,9,Completed
EMP0266,Sales,Training,2024-10-29,2024-11-02,4,Completed
EMP0266,Sales,Manager Briefing,2024-11-02,2024-11-04,2,Completed
EMP0266,Sales,System Access,2024-11-04,2024-11-08,4,Completed
EMP0267,Operations,Document Submission,2023-07-06,2023-07-07,1,Completed
EMP0267,Operations,IT Setup,2023-07-07,2023-07-15,8,Completed
EMP0267,Operations,Training,2023-07-15,2023-07-17,2,Completed
EMP0267,Operations,Manager Briefing,2023-07-17,2023-07-20,3,Completed
EMP0267,Operations,System Access,2023-07-20,2023-07-24,4,Completed
EMP0268,Engineering,Document Submission,2023-11-08,2023-11-12,4,Completed
EMP0268,Engineering,IT Setup,2023-11-12,2023-11-18,6,Completed
EMP0268,Engineering,Training,2023-11-18,2023-11-21,3,Completed
EMP0268,Engineering,Manager Briefing,2023-11-21,2023-11-25,4,Completed
EMP0268,Engineering,System Access,2023-11-25,2023-12-05,10,Completed
EMP0269,Engineering,Document Submission,2024-10-12,2024-10-16,4,Completed
EMP0269,Engineering,IT Setup,2024-10-16,2024-10-31,15,Completed
EMP0269,Engineering,Training,2024-10-31,2024-11-03,3,Completed
EMP0269,Engineering,Manager Briefing,2024-11-03,2024-11-04,1,Completed
EMP0269,Engineering,System Access,2024-11-04,2024-11-13,9,Completed
EMP0270,Operations,Document Submission,2024-05-29,2024-05-31,2,Completed
EMP0270,Operations,IT Setup,2024-05-31,2024-06-10,10,Completed
EMP0270,Operations,Training,2024-06-10,2024-06-14,4,Completed
EMP0270,Operations,Manager Briefing,2024-06-14,2024-06-17,3,Completed
EMP0270,Operations,System Access,2024-06-17,2024-06-22,5,Completed
EMP0271,Sales,Document Submission,2025-01-07,2025-01-11,4,Completed
EMP0271,Sales,IT Setup,2025-01-11,2025-01-16,5,Completed
EMP0271,Sales,Training,2025-01-16,2025-01-19,3,Completed
EMP0271,Sales,Manager Briefing,2025-01-19,2025-01-23,4,Completed
EMP0271,Sales,System Access,2025-01-23,2025-02-02,10,Completed
EMP0272,Engineering,Document Submission,2025-08-29,2025-09-01,3,Completed
EMP0272,Engineering,IT Setup,2025-09-01,2025-09-09,8,Completed
EMP0272,Engineering,Training,2025-09-09,2025-09-12,3,Completed
EMP0272,Engineering,Manager Briefing,2025-09-12,2025-09-13,1,Completed
EMP0272,Engineering,System Access,2025-09-13,2025-09-18,5,Completed
EMP0273,Operations,Document Submission,2024-10-16,2024-10-17,1,Completed
EMP0273,Operations,IT Setup,2024-10-17,2024-10-23,6,Completed
EMP0273,Operations,Training,2024-10-23,2024-10-26,3,Completed
EMP0273,Operations,Manager Briefing,2024-10-26,2024-10-30,4,Completed
EMP0273,Operations,System Access,2024-10-30,2024-11-05,6,Completed
EMP0274,Finance,Document Submission,2025-04-06,2025-04-07,1,Completed
EMP0274,Finance,IT Setup,2025-04-07,2025-04-18,11,Completed
EMP0274,Finance,Training,2025-04-18,2025-04-22,4,Completed
EMP0274,Finance,Manager Briefing,2025-04-22,2025-04-26,4,Completed
EMP0274,Finance,System Access,2025-04-26,2025-05-02,6,Completed
EMP0275,Marketing,Document Submission,2024-03-26,2024-03-30,4,Completed
EMP0275,Marketing,IT Setup,2024-03-30,2024-04-08,9,Completed
EMP0275,Marketing,Training,2024-04-08,2024-04-09,1,Completed
EMP0275,Marketing,Manager Briefing,2024-04-09,2024-04-13,4,Completed
EMP0275,Marketing,System Access,2024-04-13,2024-04-16,3,Completed
EMP0276,Operations,Document Submission,2025-06-01,2025-06-03,2,Completed
EMP0276,Operations,IT Setup,2025-06-03,2025-06-09,6,Completed
EMP0276,Operations,Training,2025-06-09,2025-06-13,4,Completed
EMP0276,Operations,Manager Briefing,2025-06-13,2025-06-15,2,Completed
EMP0276,Operations,System Access,2025-06-15,2025-06-20,5,Completed
EMP0277,HR,Document Submission,2023-04-19,2023-04-21,2,Completed
EMP0277,HR,IT Setup,2023-04-21,2023-04-29,8,Completed
EMP0277,HR,Training,2023-04-29,2023-05-01,2,Completed
EMP0277,HR,Manager Briefing,2023-05-01,2023-05-02,1,Completed
EMP0277,HR,System Access,2023-05-02,2023-05-11,9,Completed
EMP0278,Finance,Document Submission,2023-04-10,2023-04-11,1,Completed
EMP0278,Finance,IT Setup,2023-04-11,2023-04-26,15,Completed
EMP0278,Finance,Training,2023-04-26,2023-04-30,4,Completed
EMP0278,Finance,Manager Briefing,2023-04-30,2023-05-02,2,Completed
EMP0278,Finance,System Access,2023-05-02,2023-05-07,5,Completed
EMP0279,HR,Document Submission,2025-01-08,2025-01-11,3,Completed
EMP0279,HR,IT Setup,2025-01-11,2025-01-21,10,Completed
EMP0279,HR,Training,2025-01-21,2025-01-22,1,Completed
EMP0279,HR,Manager Briefing,2025-01-22,2025-01-23,1,Completed
EMP0279,HR,System Access,2025-01-23,2025-02-01,9,Completed
EMP0280,Finance,Document Submission,2024-05-24,2024-05-28,4,Completed
EMP0280,Finance,IT Setup,2024-05-28,2024-06-10,13,Completed
EMP0280,Finance,Training,2024-06-10,2024-06-13,3,Completed
EMP0280,Finance,Manager Briefing,2024-06-13,2024-06-16,3,Completed
EMP0280,Finance,System Access,2024-06-16,2024-06-26,10,Completed
EMP0281,Operations,Document Submission,2023-02-21,2023-02-22,1,Completed
EMP0281,Operations,IT Setup,2023-02-22,2023-03-08,14,Completed
EMP0281,Operations,Training,2023-03-08,2023-03-12,4,Completed
EMP0281,Operations,Manager Briefing,2023-03-12,2023-03-13,1,Completed
EMP0281,Operations,System Access,2023-03-13,2023-03-22,9,Completed
EMP0282,HR,Document Submission,2025-05-17,2025-05-19,2,Completed
EMP0282,HR,IT Setup,2025-05-19,2025-05-26,7,Completed
EMP0282,HR,Training,2025-05-26,2025-05-27,1,Completed
EMP0282,HR,Manager Briefing,2025-05-27,2025-05-28,1,Completed
EMP0282,HR,System Access,2025-05-28,2025-06-01,4,Completed
EMP0283,HR,Document Submission,2023-02-22,2023-02-25,3,Completed
EMP0283,HR,IT Setup,2023-02-25,2023-03-10,13,Completed
EMP0283,HR,Training,2023-03-10,2023-03-13,3,Completed
EMP0283,HR,Manager Briefing,2023-03-13,2023-03-17,4,Completed
EMP0283,HR,System Access,2023-03-17,2023-03-24,7,Completed
EMP0284,Engineering,Document Submission,2024-04-06,2024-04-10,4,Completed
EMP0284,Engineering,IT Setup,2024-04-10,2024-04-25,15,Completed
EMP0284,Engineering,Training,2024-04-25,2024-04-29,4,Completed
EMP0284,Engineering,Manager Briefing,2024-04-29,2024-05-03,4,Completed
EMP0284,Engineering,System Access,2024-05-03,2024-05-06,3,Completed
EMP0285,Sales,Document Submission,2024-02-08,2024-02-10,2,Completed
EMP0285,Sales,IT Setup,2024-02-10,2024-02-19,9,Completed
EMP0285,Sales,Training,2024-02-19,2024-02-23,4,Completed
EMP0285,Sales,Manager Briefing,2024-02-23,2024-02-25,2,Completed
EMP0285,Sales,System Access,2024-02-25,2024-03-05,9,Completed
EMP0286,Sales,Document Submission,2024-06-05,2024-06-06,1,Completed
EMP0286,Sales,IT Setup,2024-06-06,2024-06-17,11,Completed
EMP0286,Sales,Training,2024-06-17,2024-06-20,3,Completed
EMP0286,Sales,Manager Briefing,2024-06-20,2024-06-22,2,Completed
EMP0286,Sales,System Access,2024-06-22,2024-06-25,3,Completed
EMP0287,Sales,Document Submission,2025-04-03,2025-04-07,4,Completed
EMP0287,Sales,IT Setup,2025-04-07,2025-04-16,9,Completed
EMP0287,Sales,Training,2025-04-16,2025-04-19,3,Completed
EMP0287,Sales,Manager Briefing,2025-04-19,2025-04-20,1,Completed
EMP0287,Sales,System Access,2025-04-20,2025-04-28,8,Completed
EMP0288,HR,Document Submission,2023-11-23,2023-11-26,3,Completed
EMP0288,HR,IT Setup,2023-11-26,2023-12-05,9,Completed
EMP0288,HR,Training,2023-12-05,2023-12-08,3,Completed
EMP0288,HR,Manager Briefing,2023-12-08,2023-12-12,4,Completed
EMP0288,HR,System Access,2023-12-12,2023-12-16,4,Completed
EMP0289,Operations,Document Submission,2024-06-29,2024-07-01,2,Completed
EMP0289,Operations,IT Setup,2024-07-01,2024-07-08,7,Completed
EMP0289,Operations,Training,2024-07-08,2024-07-11,3,Completed
EMP0289,Operations,Manager Briefing,2024-07-11,2024-07-15,4,Completed
EMP0289,Operations,System Access,2024-07-15,2024-07-23,8,Completed
EMP0290,Engineering,Document Submission,2024-11-20,2024-11-23,3,Completed
EMP0290,Engineering,IT Setup,2024-11-23,2024-12-04,11,Completed
EMP0290,Engineering,Training,2024-12-04,2024-12-05,1,Completed
EMP0290,Engineering,Manager Briefing,2024-12-05,2024-12-07,2,Completed
EMP0290,Engineering,System Access,2024-12-07,2024-12-17,10,Completed
EMP0291,Operations,Document Submission,2024-11-02,2024-11-04,2,Completed
EMP0291,Operations,IT Setup,2024-11-04,2024-11-15,11,Completed
EMP0291,Operations,Training,2024-11-15,2024-11-19,4,Completed
EMP0291,Operations,Manager Briefing,2024-11-19,2024-11-22,3,Completed
EMP0291,Operations,System Access,2024-11-22,2024-11-25,3,Completed
EMP0292,Marketing,Document Submission,2024-05-06,2024-05-08,2,Completed
EMP0292,Marketing,IT Setup,2024-05-08,2024-05-14,6,Completed
EMP0292,Marketing,Training,2024-05-14,2024-05-17,3,Completed
EMP0292,Marketing,Manager Briefing,2024-05-17,2024-05-21,4,Completed
EMP0292,Marketing,System Access,2024-05-21,2024-05-26,5,Completed
EMP0293,Sales,Document Submission,2023-11-18,2023-11-19,1,Completed
EMP0293,Sales,IT Setup,2023-11-19,2023-11-26,7,Completed
EMP0293,Sales,Training,2023-11-26,2023-11-28,2,Completed
EMP0293,Sales,Manager Briefing,2023-11-28,2023-11-30,2,Completed
EMP0293,Sales,System Access,2023-11-30,2023-12-03,3,Completed
EMP0294,Finance,Document Submission,2024-09-18,2024-09-20,2,Completed
EMP0294,Finance,IT Setup,2024-09-20,2024-09-25,5,Completed
EMP0294,Finance,Training,2024-09-25,2024-09-29,4,Completed
EMP0294,Finance,Manager Briefing,2024-09-29,2024-09-30,1,Completed
EMP0294,Finance,System Access,2024-09-30,2024-10-08,8,Completed
EMP0295,Operations,Document Submission,2023-11-29,2023-12-01,2,Completed
EMP0295,Operations,IT Setup,2023-12-01,2023-12-10,9,Completed
EMP0295,Operations,Training,2023-12-10,2023-12-13,3,Completed
EMP0295,Operations,Manager Briefing,2023-12-13,2023-12-17,4,Completed
EMP0295,Operations,System Access,2023-12-17,2023-12-26,9,Completed
EMP0296,HR,Document Submission,2024-04-15,2024-04-16,1,Completed
EMP0296,HR,IT Setup,2024-04-16,2024-05-01,15,Completed
EMP0296,HR,Training,2024-05-01,2024-05-02,1,Completed
EMP0296,HR,Manager Briefing,2024-05-02,2024-05-04,2,Completed
EMP0296,HR,System Access,2024-05-04,2024-05-12,8,Completed
EMP0297,Marketing,Document Submission,2025-01-08,2025-01-12,4,Completed
EMP0297,Marketing,IT Setup,2025-01-12,2025-01-26,14,Completed
EMP0297,Marketing,Training,2025-01-26,2025-01-30,4,Completed
EMP0297,Marketing,Manager Briefing,2025-01-30,2025-02-01,2,Completed
EMP0297,Marketing,System Access,2025-02-01,2025-02-11,10,Completed
EMP0298,Sales,Document Submission,2023-10-13,2023-10-16,3,Completed
EMP0298,Sales,IT Setup,2023-10-16,2023-10-26,10,Completed
EMP0298,Sales,Training,2023-10-26,2023-10-28,2,Completed
EMP0298,Sales,Manager Briefing,2023-10-28,2023-10-31,3,Completed
EMP0298,Sales,System Access,2023-10-31,2023-11-04,4,Completed
EMP0299,Marketing,Document Submission,2024-12-22,2024-12-25,3,Completed
EMP0299,Marketing,IT Setup,2024-12-25,2024-12-30,5,Completed
EMP0299,Marketing,Training,2024-12-30,2025-01-03,4,Completed
EMP0299,Marketing,Manager Briefing,2025-01-03,2025-01-04,1,Completed
EMP0299,Marketing,System Access,2025-01-04,2025-01-09,5,Completed
EMP0300,HR,Document Submission,2024-11-23,2024-11-25,2,Completed
EMP0300,HR,IT Setup,2024-11-25,2024-12-03,8,Completed
EMP0300,HR,Training,2024-12-03,2024-12-05,2,Completed
EMP0300,HR,Manager Briefing,2024-12-05,2024-12-07,2,Completed
EMP0300,HR,System Access,2024-12-07,2024-12-14,7,Completed
